sheet_tab,title,isbn,creator,subject_code,subject,publisher,date,language,collector,sourceURL
DS_main,Sự tích núi Ngũ Hành,,Dân gian truyền miệng,L,Văn học & Tiểu thuyết,Không rõ,,vi,Ngô Thanh Tùng,
DS_main,Sự tích ông bình vôi,,Dân gian truyền miệng,L,Văn học & Tiểu thuyết,Không rõ,Không rõ,vi,Ngô Thanh Tùng,
DS_main,Sự tích ông đầu rau,,Dân gian truyền miệng,L,Văn học & Tiểu thuyết,Không rõ,,vi,Ngô Thanh Tùng,
DS_main,Sự tích sầu riêng,,Dân gian truyền miệng,L,Văn học & Tiểu thuyết,Không rõ,Không rõ,vi,Hà Công Thuận,
DS_main,Sự tích sông Nhà Bè hay là truyện Thủ Huồn,,Dân gian truyền miệng,L,Văn học & Tiểu thuyết,Không rõ,Không rõ,vi,Ngô Thanh Tùng,
DS_main,Sự tích Thạch Sùng,,Dân gian truyền miệng,L,Văn học & Tiểu thuyết,Không rõ,Không rõ,vi,Ngô Thanh Tùng,
DS_main,Sự tích thành Lồi,,Dân gian truyền miệng,L,Văn học & Tiểu thuyết,Không rõ,Không rõ,vi,Ngô Thanh Tùng,
DS_main,Sự tích trầu cau,,Dân gian truyền miệng,L,Văn học & Tiểu thuyết,Không rõ,,vi,Hà Công Thuận,
DS_main,Tắt đèn,9786043946703,Ngô Tất Tố,L,Văn học & Tiểu thuyết,NXB Văn học,2022,vi,Ngô Thanh Tùng,
DS_main,Thạch Sanh,,Dân gian truyền miệng,L,Văn học & Tiểu thuyết,Không rõ,,vi,Nguyễn Đoàn Xuân Thu,
DS_main,"Thao Túng Tâm Lý – Nhận Diện, Thức Tỉnh Và Chữa Lành Những Tổn Thương Tiềm Ẩn",9786043562545,"Shannon Thomas, LCSW",Y,Tâm lý học & Phát triển cá nhân,NXB Dân Trí,2022,vi,Bùi Minh Quân,
DS_main,Thần giữ của,,Dân gian truyền miệng,L,Văn học & Tiểu thuyết,Không rõ,,vi,Nguyễn Đoàn Xuân Thu,
DS_main,The Faceless God,,Graham McNeill,L,Văn học & Tiểu thuyết,Không rõ,Không rõ,vi,Ngô Thanh Tùng,
DS_main,Thi nhân Việt Nam,9786049924668,"Hoài Thanh, Hoài Chân",H,Lịch sử,NXB Văn Học,1942,vi,Ngô Thanh Tùng,
DS_main,Thiên nga đen,9786326211788,Nassim Nicholas Taleb,L,Văn học & Tiểu thuyết,Nhà xuất bản Thế Giới,2007,vi,Bùi Minh Quân,
DS_main,Thời xa vắng,9786043721546,Lê Lựu,L,Văn học & Tiểu thuyết,Nhà xuất bản Tác phẩm Mới,1986,vi,Ngô Thanh Tùng,
DS_main,Thương mấy cũng là người dưng,9786046848967,Anh Khang,L,Văn học & Tiểu thuyết,NXB Văn hóa – Văn nghệ,2016,vi,Hồ Khổng Tuyết Như,
DS_main,Tiếng gọi nơi hoang dã,9786042386265,Jack London,L,Văn học & Tiểu thuyết,NXB Văn học,2003,vi,Ngô Thanh Tùng,
DS_main,Tinh con chuột,,Dân gian truyền miệng,L,Văn học & Tiểu thuyết,Không rõ,Không rõ,vi,Nguyễn Đoàn Xuân Thu,
DS_main,Tôi thấy hoa vàng trên cỏ xanh,9786041000698,Nguyễn Nhật Ánh,L,Văn học & Tiểu thuyết,NXB Trẻ,2010,vi,Ngô Thanh Tùng,
DS_main,Trại Đầm Đùn,,Trần Văn Thái,L,Văn học & Tiểu thuyết,NXB Nguyễn Trãi,1969,vi,Ngô Thanh Tùng,
DS_main,Trạng Hiền,,Dân gian truyền miệng,L,Văn học & Tiểu thuyết,Không rõ,,vi,Nguyễn Đoàn Xuân Thu,
DS_main,Trên Đường Băng,9786041199132,Tony Buổi Sáng,L,Văn học & Tiểu thuyết,NXB Trẻ,2015,vi,Hồ Khổng Tuyết Như,
DS_main,Trinh phụ hai chồng,,Dân gian truyền miệng,L,Văn học & Tiểu thuyết,Không rõ,Không rõ,vi,Nguyễn Đoàn Xuân Thu,
DS_main,Trong gia đình,9786044429496,Hector Malot,L,Văn học & Tiểu thuyết,NXB Văn Học,2018,vi,Ngô Thanh Tùng,
DS_main,Truyện cổ Andersen,9786044709918,Hans Christian Andersen,L,Văn học & Tiểu thuyết,NXB Trẻ,2000,vi,Nguyễn Đoàn Xuân Thu,
DS_main,Truyền kì mạn lục,8934974108610,Nguyễn Dữ,L,Văn học & Tiểu thuyết,NXB Trẻ,2018,vi,Bùi Minh Quân,
DS_main,Truyện Kiều,9786044094045,Nguyễn Du,L,Văn học & Tiểu thuyết,NXB văn học,,vi,Ngô Thanh Tùng,
DS_main,Truyện ngắn Vũ Trọng Phụng,9786043947816,Vũ Trọng Phụng,L,Văn học & Tiểu thuyết,NXB Văn Học,2017,vi,Bùi Minh Quân,
DS_main,Tuổi thơ dữ dội,9786042247405,Phùng Quán,L,Văn học & Tiểu thuyết,NXB Kim Đồng,2019,vi,Ngô Thanh Tùng,
DS_main,Tuổi trẻ đáng giá bao nhiêu,9786045370193,Rosie Nguyễn,L,Văn học & Tiểu thuyết,NXB Hội Nhà Văn,2016,vi,Ngô Thanh Tùng,
DS_main,Tuyển tập Thạch Lam,9786043942163,Thạch Lam,L,Văn học & Tiểu thuyết,NXB Văn Học,2019,vi,Ngô Thanh Tùng,
DS_main,Vang bóng một thời,9786043067804,Nguyễn Tuân,H,Lịch sử,NXB Hội Nhà Văn,1940,vi,Hồ Khổng Tuyết Như,
DS_main,Viết gì cũng đúng,9786046553502,Anthony Weston,L,Văn học & Tiểu thuyết,NXB Trẻ,2017,vi,Ngô Thanh Tùng,
DS_main,Việt Nam sử lược,9786044910826,Trần Trọng Kim,H,Lịch sử,NXB Văn Học,1920,vi,Bùi Minh Quân,
DS_main,Vợ Nhặt,9786044771922,Kim Lân,L,Văn học & Tiểu thuyết,NXB Văn Học,2013,vi,Ngô Thanh Tùng,
DS_main,Vua Ếch,,Truyện cổ Grimm,L,Văn học & Tiểu thuyết,Không rõ,Không rõ,vi,,
DS_main,Vừa nhắm mắt vừa mở cửa sổ,9786041006126,Nguyễn Ngọc Thuần,L,Văn học & Tiểu thuyết,NXB Trẻ,2004,vi,Ngô Thanh Tùng,
DS_main,Vượt Côn Đảo,9786044834108,Phùng Quán,L,Văn học & Tiểu thuyết,NXB Văn học,2018,vi,Ngô Thanh Tùng,
DS_main,Yết Kiêu,,Dân gian truyền miệng,L,Văn học & Tiểu thuyết,Không rõ,,vi,Nguyễn Đoàn Xuân Thu,
view,title,source (ISBN),creator,subject,subjectText,publisher,date,language,collector,sourceURL
view,Bộ Sách Cánh Diều - Giáo Dục Công Dân Lớp 9,978-604-958-737-5,Nhiều tác giả,E,Giáo dục & Sư phạm,Đại Học Sư Phạm,2024-01-01,vi,,
view,Súng Vi Trùng và Thép,978-039-335-432-4,Jared Diamond,S,Khoa học xã hội,NXB Tri Thức,2007-01-01,vi,,
view,Bộ Sách Cánh Diều: Ngữ Văn Lớp 6 - Tập Hai,978-604-958-620-0,Nhiều tác giả,E,Giáo dục & Sư phạm,Đại Học Sư Phạm,2024-01-01,vi,,
view,Bộ Sách Cánh Diều: Tiếng Việt Lớp 5 - Tập Hai,978-604-958-580-7,Nhiều tác giả,E,Giáo dục & Sư phạm,Đại Học Sư Phạm,2024-01-01,vi,,
view,Thuỷ Hử,978-604-349-459-4,Thi Nai Am,L,Văn học & Tiểu thuyết,NXB Van Hoc,2024-01-01,vi,,
view,Luyện Trí Nhớ,893-525-1-41724-1,Phạm Văn Hồng Thắng,Y,Tâm lý học & Phát triển cá nhân,NXB Thanh Niên,2012-01-01,Vi,,
view,Sức Mạnh Tiềm Thức,893-508-6-83588-3,"Joseph Murphy, Ph.D., D.D",Y,Tâm lý học & Phát triển cá nhân,NXB Kim Đồng,2015-01-06,vi,,
view,Truyện cổ Grim Toàn Tập,893-508-6-83588-3,"Joseph Murphy, Ph.D., D.D",C,Trẻ em & Thiếu nhi,NXB Kim Đồng,2015-01-06,vi,,
view,Hồ Quý Ly,9786043294224,Nguyễn Xuân Khánh,L,Văn học & Tiểu thuyết,Nhà Xuất Bản Phụ Nữ Việt Nam,2018,vi-VN,,
view,Thành Cát Tư Hãn và sự hình thành thế giới hiện đại,8935270700423,Jack Weatherford,H,Lịch sử,Nhà Xuất BảnKhoa học Xã hội,14/07/2018,vi-VN,,
view,Điệp viên hoàn hảo,8935069201285,Larry Berman,H,Lịch sử,Nhà Xuất Bản Thông Tấn,2011-09,vi-VN,,
view,Thép Đã Tôi Thế Đấy,9786046982944,Nikolai A.Ostrovsky,L,Văn học &Tiểu thuyết,NXB Văn học,2018,vi,,
view,Nghệ thuật đàm phán,978-604-1-24424-5,Donald J.Trump,Y,Tâm lý học & Phát triển cá nhân,Nhà Xuất Bản Trẻ,2024-01-01,vi,,
view,Sự trỗi dậy và suy tàn của Đế chế thứ Ba - Lịch sử Đức quốc xã,0-671-72868-7,William L. Shirer,H,Lịch sử,NXB Thông Tin Và Truyền Thông,2018-01-01,vi,,
view,Gone with the Wind,978-058-241-806-6,Margaret Mitchell,,Văn học & Tiểu thuyết,Penguin Readers,2014-06-23,en,,
view,An Sĩ Toàn Thư,978-604-302-213-1,Chu An Sĩ,R,Tôn giáo & Tâm linh,NXB Hồng Đức,2024,vi,,
view,To Kill a Mockingbird,9780060888695,Harper Lee,L,Văn học & Tiểu thuyết,J. B. Lippincott & Co.,1960-07-11,en,,
view,Đại dương đen,9876043681147,Đặng Hoàng Giang,Y,Tâm lý học & Phát triển bản thân,Nhã Nam,2021-08-21,vi,,
view,Mèo và Triết lý nhân sinh,9786043410198,John Gray -Ngọc Xoài (dịch),Y,Tâm lý học & Phát triển bản thân,NXB Thanh Niên,2021-10-10,vi,,
view,"Thiện, ác và smartphone",9786045378526,Đặng Hoàng Giang,S,Khoa học xã hội,Nhã Nam,2017-02-06,vi,,
view,Bức xúc không làm ta vô can,,Đặng Hoàng Giang,L,Văn học & Tiểu thuyết,NXB Văn học,2015-11-01,vi,,
view,Tư Duy Nhanh Và Chậm,978-604-80-6050-3,Daniel Kehlmann,Y,Tâm lý học & Phát triển cá nhân,Alphabooks,2021,vi,,
view,Muôn kiếp nhân sinh - Tập 1,9786044833545,Nguyên Phong,R,Tôn giáo & Tâm linh,NXB Tổng hợp Thành phố Hồ Chí Minh,2024-09-08,vi,,
view,Luật hấp dẫn - Bí mật tối cao,9786043600551,Som Sujeera,Y,Tâm lý học & Phát triển cá nhân,NXB Lao động,2023-04-14,vi,,
view,Tế bào gốc – Bí mật của Suối Nguồn Tươi Trẻ,9786045881194,Neil H. Riordan,M,Y tế & Sức khỏe,NXB Tổng hợp thành phố Hồ Chí Minh,2018-10-15,vi,,
view,Sống đơn giản cho đời thanh thản,9786047752561,Shunmyo Masuno,Y,Tâm lý & Phát triển cá nhân,NXB Lao Động,2022,vi,,
view,Sách giáo khoa Tin học 8 - Cánh Diều,9786045486382,"Hồ Sĩ Đàm (Tổng Chủ biên), Hồ Cẩm Hà (Chủ biên), Phạm Hải Đăng, Nguyễn Đình Hóa, Nguyễn Nguyên Hương, Nguyễn Thanh Tùng",I,Công nghệ thông tin & Tin học,Nhà xuất bản Đại học Sư phạm,2023,vi,,
view,Sách giáo khoa Tin học 9 - Cánh Diều,9786045497623,"Hồ Sĩ Đàm (Tổng Chủ biên), Hồ Cẩm Hà (Chủ biên), Phạm Hải Đăng, Nguyễn Đình Hóa, Nguyễn Nguyên Hương, Nguyễn Thanh Tùng",I,Công nghệ thông tin & Tin học,Nhà xuất bản Đại học Sư phạm,2024,vi,,
view,Khoa học tự nhiên 9 - Cánh diều,,"ĐINH QUANG BÁO""",,Khoa học tự nhiên,Đại Học Sư Phạm,2024,vi,,
view,Kinh Vạn Hoa,9786042197014,Nguyễn Nhật Ánh,L,Văn học & Tiểu thuyết,Nhà xuất bản Kim Đồng,2022,vi,,
view,Con chim xanh biếc bay về,8934974170600,Nguyễn Nhật Ánh,,Văn học & Tiểu thuyết,Nhà xuất bản Trẻ,2020,vi,,
view,Hai số phân,8935095633210,Hodder & Stoughton,,Văn học & Tiểu thuyết,Nhà xuất bản Văn học,2018,vi,,
view,Túp lều bác Tom,978-604-2-35422-6,Harriet Beecher Stowe,L,Tiểu thuyết,Nhà xuất bản Kim Đồng,2024,vi,,
view,Eragon 2 (Eldest) – Đại Ca,0-375-82670-X,Christopher Paolini,L,Văn học & Tiểu thuyết,Nhà Xuất Bản Trẻ,23/08/2005,vi,,
view,Eragon 1 – Cậu Bé Cưỡi Rồng,0-9666213-3-6,Christopher Paolini,L,Văn học & Tiểu thuyết,Nhà Xuất Bản Trẻ,26/08/2003,vi,,
view,Chuyện dài bất tận,150519,Michael Ende,L,Văn học và Tiểu thuyết,NXB Hội Nhà văn (bản dịch tiếng Việt bởi Nhã Nam),2006,vi,,
view,Nghìn lẻ một đêm,978-604-323-733-7,Antonie Galand,L,Văn học và Tiểu thuyết,NXB Văn Nghệ TP. HCM,2013,vi,,
view,DON QUIXOTE NHÀ QUÝ TỘC TÀI BA XỨ MANCHA,978-604-2-30902-8,Miguel de Cervantes Saavedra,L,Văn học và Tiểu thuyết,NXB Văn học,2022,vi,,
view,Đời Sống Bí Ẩn Của Cây,8932000135234,Peter Wohlleben,N,Khoa học tự nhiên,Thế Giới,2020-12-29,vi,,
view,Đợt tuyệt chủng thứ sáu,8935235239753,Elizabeth Kolbert,N,Khoa học tự nhiên,NXB Tri Thức,2018-04-30,vi,,
view,Không gia đình,978-604-477-520-3,Hector Malot,L,Văn học & Tiểu thuyết,NXB Văn học,2014,vi,,
view,Minh thực lục: Quan hệ Trung Quốc - Việt Nam thế kỷ XIV - XVII. Tập 1,9786045500613,"Phạm Hoàng Quân (h.đ., bổ chú); Hồ Bạch Thảo (dịch, chú thích)",H,Lịch sử,Nhà xuất bản Hà Nội,2010,vi,,
view,Minh thực lục: Quan hệ Trung Quốc - Việt Nam thế kỷ XIV - XVII. Tập 2,9786045500613,"Phạm Hoàng Quân (h.đ., bổ chú); Hồ Bạch Thảo (dịch, chú thích)",H,Lịch sử,Nhà xuất bản Hà Nội,2010,vi,,
view,Minh thực lục: Quan hệ Trung Quốc - Việt Nam thế kỷ XIV - XVII. Tập 3,9786045500613,"Phạm Hoàng Quân (h.đ., bổ chú); Hồ Bạch Thảo (dịch, chú thích)",H,Lịch sử,Nhà xuất bản Hà Nội,2010,vi,,
view,Ben_khong_chong,978-604-1-20227-6,Dương Hướng,L,Tiểu thuyết Việt Nam; hiện thực; chiến tranh & hậu chiến; nông thôn Bắc Bộ,NXB Trẻ,2022,VI,,
